child,parent1,parent2
Depresso,Jolthog,Hoocrates
Depresso,Pengullet,Flambelle
Depresso,Fuack,Hangyu Cryst
Depresso,Foxparks,Jolthog Cryst
Depresso,Lifmunk,Fuack
Depresso,Chikipi,Kelpsea
Depresso,Cattiva,Swee
Depresso,Lamball,Killamari
Depresso,Tocotoco,Hangyu Cryst
Depresso,Tocotoco,Hangyu
Depresso,Mau Cryst,Bristla
Depresso,Mau,Flopie
Depresso,Cremis,Swee
Depresso,Depresso,Depresso
Depresso,Teafant,Kelpsea Ignis
Depresso,Cremis,Foxparks Cryst
Depresso,Vixy,Foxparks Cryst
Depresso,Herbil,Ribbuny
Depresso,Herbil,Pengullet Lux
Depresso,Jellroy,Jolthog Cryst
Depresso,Jelliette,Jolthog
Depresso,Munchill,Hangyu Cryst
Depresso,Munchill,Hangyu
Depresso,Pengullet Lux,Vixy
Depresso,Finsider,Cattiva
Depresso,Fuack Ignis,Lamball
Depresso,Finsider Ignis,Chikipi
Cremis,Vixy,Cremis
Cremis,Mau,Lifmunk
Cremis,Chikipi,Flambelle
Cremis,Chikipi,Sparkit
Cremis,Cattiva,Vixy
Cremis,Lamball,Mau Cryst
Cremis,Cremis,Cremis
Cremis,Teafant,Hangyu Cryst
Cremis,Teafant,Hangyu
Cremis,Herbil,Cattiva
Daedream,Hoocrates,Beegarde
Daedream,Hoocrates,Cawgnito
Daedream,Vixy,Felbat
Daedream,Vixy,Robinquill
Daedream,Gumoss,Fuddler
Daedream,Gumoss,Daedream
Daedream,Jolthog Cryst,Lunaris
Daedream,Jolthog Cryst,Gobfin Ignis
Daedream,Jolthog,Gobfin Ignis
Daedream,Jolthog,Gobfin
Daedream,Pengullet,Lunaris
Daedream,Pengullet,Leezpunk
Daedream,Rooby,Swee
Daedream,Rooby,Ribbuny
Daedream,Tanzee,Dazzi
Daedream,Tanzee,Fuddler
Daedream,Sparkit,Vaelet
Daedream,Sparkit,Direhowl
Daedream,Fuack,Leezpunk Ignis
Daedream,Fuack,Rushoar
Daedream,Foxparks,Beegarde
Daedream,Foxparks,Direhowl
Daedream,Lifmunk,Gorirat
Daedream,Lifmunk,Galeclaw
Daedream,Cattiva,Felbat
Daedream,Cattiva,Robinquill Terra
Daedream,Lamball,Verdash
Daedream,Lamball,Robinquill Terra
Daedream,Bristla,Maraith
Daedream,Bristla,Leezpunk Ignis
Daedream,Flopie,Woolipop
Daedream,Tocotoco,Leezpunk
Daedream,Direhowl,Flambelle
Daedream,Mau Cryst,Robinquill
Daedream,Mau Cryst,Galeclaw
Daedream,Mau,Fenglope
Daedream,Mau,Verdash
Daedream,Nox,Flopie
Daedream,Nox,Killamari
Daedream,Rushoar,Tocotoco
Daedream,Daedream,Daedream
Daedream,Cremis,Felbat
Daedream,Cremis,Robinquill Terra
Daedream,Depresso,Cawgnito
Daedream,Depresso,Gobfin
Daedream,Teafant,Fenglope
Daedream,Ribbuny,Wixen
Daedream,Ribbuny,Maraith
Daedream,Woolipop,Kelpsea Ignis
Daedream,Hangyu Cryst,Gorirat
Daedream,Hangyu Cryst,Galeclaw
Daedream,Hangyu,Vaelet
Daedream,Hangyu,Gorirat
Daedream,Flambelle,Vaelet
Daedream,Dazzi,Kelpsea
Daedream,Swee,Wixen
Daedream,Lifmunk,Gorirat Terra
Daedream,Fuack,Kikit
Daedream,Mau Cryst,Gorirat Terra
Daedream,Tocotoco,Kikit
Daedream,Bristla,Wixen Noct
Daedream,Hangyu Cryst,Gorirat Terra
Daedream,Ribbuny,Wixen Noct
Daedream,Kelpsea,Mimog
Daedream,Kelpsea Ignis,Mimog
Daedream,Pengullet,Dazzi Noct
Daedream,Tocotoco,Dazzi Noct
Daedream,Kelpsea,Ribbuny Botan
Daedream,Tanzee,Ribbuny Botan
Daedream,Fuddler,Smokie
Daedream,Dazzi,Smokie
Daedream,Wixen,Foxparks Cryst
Daedream,Rooby,Foxparks Cryst
Daedream,Maraith,Foxparks Cryst
Daedream,Wixen Noct,Foxparks Cryst
Daedream,Herbil,Robinquill
Daedream,Herbil,Felbat
Daedream,Jellroy,Beegarde
Daedream,Jellroy,Direhowl
Daedream,Jellroy,Turtacle Terra
Daedream,Jelliette,Cawgnito
Daedream,Jelliette,Beegarde
Daedream,Munchill,Rushoar
Daedream,Munchill,Kikit
Daedream,Munchill,Leezpunk
Daedream,Pengullet Lux,Wixen
Daedream,Pengullet Lux,Rooby
Daedream,Pengullet Lux,Maraith
Daedream,Pengullet Lux,Wixen Noct
Daedream,Finsider,Wixen
Daedream,Fuack Ignis,Nox
Daedream,Finsider Ignis,Dazzi
Daedream,Finsider Ignis,Ribbuny Botan
Daedream,Finsider Ignis,Mimog
Daedream,Killamari Primo,Fuddler
Daedream,Killamari Primo,Dazzi
Daedream,Killamari Primo,Ribbuny Botan
Daedream,Gloopie,Kelpsea Ignis
Daedream,Gloopie,Kelpsea
Daedream,Turtacle,Jolthog Cryst
Daedream,Turtacle,Pengullet
Daedream,Turtacle Terra,Flambelle
Daedream,Turtacle Terra,Foxparks
Daedream,Turtacle Terra,Hoocrates
Rushoar,Hoocrates,Melpaca
Rushoar,Hoocrates,Celaray
Rushoar,Vixy,Dinossom Lux
Rushoar,Vixy,Dinossom
Rushoar,Vixy,Kitsun
Rushoar,Gumoss,Gorirat
Rushoar,Gumoss,Robinquill
Rushoar,Gumoss,Galeclaw
Rushoar,Jolthog Cryst,Dumud
Rushoar,Jolthog Cryst,Eikthyrdeer Terra
Rushoar,Jolthog Cryst,Eikthyrdeer
Rushoar,Jolthog Cryst,Mozzarina
Rushoar,Jolthog,Dumud
Rushoar,Jolthog,Eikthyrdeer Terra
Rushoar,Jolthog,Melpaca
Rushoar,Jolthog,Mozzarina
Rushoar,Pengullet,Eikthyrdeer
Rushoar,Pengullet,Caprity
Rushoar,Pengullet,Mozzarina
Rushoar,Rooby,Lunaris
Rushoar,Rooby,Leezpunk
Rushoar,Rooby,Gobfin Ignis
Rushoar,Tanzee,Felbat
Rushoar,Tanzee,Robinquill
Rushoar,Tanzee,Galeclaw
Rushoar,Sparkit,Broncherry
Rushoar,Sparkit,Digtoise
Rushoar,Sparkit,Celaray
Rushoar,Fuack,Lovander
Rushoar,Fuack,Loupmoon
Rushoar,Fuack,Caprity
Rushoar,Foxparks,Broncherry
Rushoar,Foxparks,Reindrix
Rushoar,Foxparks,Celaray
Rushoar,Lifmunk,Broncherry Aqua
Rushoar,Lifmunk,Digtoise
Rushoar,Lifmunk,Kitsun
Rushoar,Chikipi,Petallia
Rushoar,Chikipi,Foxcicle
Rushoar,Cattiva,Dinossom Lux
Rushoar,Cattiva,Dinossom
Rushoar,Cattiva,Chillet
Rushoar,Lamball,Dinossom Lux
Rushoar,Lamball,Chillet
Rushoar,Lamball,Arsox
Rushoar,Gobfin,Woolipop
Rushoar,Bristla,Lovander
Rushoar,Bristla,Loupmoon
Rushoar,Flopie,Fenglope
Rushoar,Flopie,Verdash
Rushoar,Flopie,Robinquill Terra
Rushoar,Tocotoco,Lovander
Rushoar,Tocotoco,Eikthyrdeer
Rushoar,Tocotoco,Caprity
Rushoar,Direhowl,Dazzi
Rushoar,Celaray,Flambelle
Rushoar,Mau Cryst,Broncherry Aqua
Rushoar,Mau Cryst,Dinossom
Rushoar,Mau Cryst,Kitsun
Rushoar,Mau,Petallia
Rushoar,Mau,Chillet
Rushoar,Mau,Arsox
Rushoar,Killamari,Fenglope
Rushoar,Killamari,Verdash
Rushoar,Fuddler,Vaelet
Rushoar,Fuddler,Gorirat
Rushoar,Fuddler,Direhowl
Rushoar,Nox,Cawgnito
Rushoar,Nox,Gobfin Ignis
Rushoar,Nox,Gobfin
Rushoar,Rushoar,Maraith
Rushoar,Rushoar,Leezpunk Ignis
Rushoar,Rushoar,Rushoar
Rushoar,Daedream,Vaelet
Rushoar,Daedream,Gorirat
Rushoar,Daedream,Galeclaw
Rushoar,Cremis,Dinossom Lux
Rushoar,Cremis,Dinossom
Rushoar,Cremis,Chillet
Rushoar,Depresso,Reindrix
Rushoar,Depresso,Dumud
Rushoar,Depresso,Eikthyrdeer Terra
Rushoar,Depresso,Melpaca
Rushoar,Teafant,Petallia
Rushoar,Teafant,Arsox
Rushoar,Hoocrates,Reindrix
Rushoar,Leezpunk,Wixen
Rushoar,Leezpunk,Maraith
Rushoar,Leezpunk,Leezpunk Ignis
Rushoar,Ribbuny,Loupmoon
Rushoar,Woolipop,Beegarde
Rushoar,Woolipop,Cawgnito
Rushoar,Hangyu Cryst,Broncherry Aqua
Rushoar,Hangyu Cryst,Digtoise
Rushoar,Hangyu,Broncherry Aqua
Rushoar,Hangyu,Broncherry
Rushoar,Hangyu,Digtoise
Rushoar,Gobfin Ignis,Wixen
Rushoar,Flambelle,Broncherry
Rushoar,Digtoise,Flambelle
Rushoar,Lunaris,Wixen
Rushoar,Lunaris,Maraith
Rushoar,Dazzi,Vaelet
Rushoar,Swee,Fenglope
Rushoar,Beegarde,Dazzi
Rushoar,Robinquill Terra,Kelpsea Ignis
Rushoar,Robinquill Terra,Kelpsea
Rushoar,Robinquill,Kelpsea
Rushoar,Kelpsea Ignis,Felbat
Rushoar,Kelpsea,Felbat
Rushoar,Verdash,Kelpsea Ignis
Rushoar,Lamball,Chillet Ignis
Rushoar,Lamball,Croajiro
Rushoar,Cattiva,Croajiro
Rushoar,Fuack,Yakumo
Rushoar,Tanzee,Gorirat Terra
Rushoar,Rooby,Kikit
Rushoar,Pengullet,Lullu
Rushoar,Jolthog,Lullu
Rushoar,Jolthog Cryst,Lullu
Rushoar,Gumoss,Gorirat Terra
Rushoar,Teafant,Chillet Ignis
Rushoar,Daedream,Gorirat Terra
Rushoar,Rushoar,Wixen Noct
Rushoar,Rushoar,Kikit
Rushoar,Mau,Chillet Ignis
Rushoar,Mau,Croajiro
Rushoar,Direhowl,Mimog
Rushoar,Bristla,Yakumo
Rushoar,Ribbuny,Yakumo
Rushoar,Cawgnito,Mimog
Rushoar,Leezpunk,Wixen Noct
Rushoar,Leezpunk Ignis,Kikit
Rushoar,Beegarde,Mimog
Rushoar,Lunaris,Wixen Noct
Rushoar,Maraith,Kikit
Rushoar,Wixen Noct,Kikit
Rushoar,Chikipi,Prunelia
Rushoar,Lamball,Loupmoon Cryst
Rushoar,Cattiva,Celesdir
Rushoar,Cattiva,Loupmoon Cryst
Rushoar,Cremis,Celesdir
Rushoar,Cremis,Tarantriss
Rushoar,Cremis,Loupmoon Cryst
Rushoar,Vixy,Celesdir
Rushoar,Vixy,Tarantriss
Rushoar,Vixy,Loupmoon Cryst
Rushoar,Mau Cryst,Celesdir
Rushoar,Mau Cryst,Tarantriss
Rushoar,Mau Cryst,Fenglope Lux
Rushoar,Lifmunk,Tarantriss
Rushoar,Lifmunk,Fenglope Lux
Rushoar,Hangyu Cryst,Fenglope Lux
Rushoar,Hangyu Cryst,Caprity Noct
Rushoar,Hangyu,Fenglope Lux
Rushoar,Hangyu,Caprity Noct
Rushoar,Sparkit,Caprity Noct
Rushoar,Flambelle,Caprity Noct
Rushoar,Foxparks,Caprity Noct
Rushoar,Wixen,Dazzi Noct
Rushoar,Rooby,Dazzi Noct
Rushoar,Maraith,Dazzi Noct
Rushoar,Wixen Noct,Dazzi Noct
Rushoar,Leezpunk Ignis,Dazzi Noct
Rushoar,Beegarde,Ribbuny Botan
Rushoar,Direhowl,Ribbuny Botan
Rushoar,Vaelet,Ribbuny Botan
Rushoar,Galeclaw,Smokie
Rushoar,Gorirat Terra,Smokie
Rushoar,Robinquill,Smokie
Rushoar,Felbat,Smokie
Rushoar,Loupmoon,Foxparks Cryst
Rushoar,Herbil,Fenglope Lux
Rushoar,Herbil,Kitsun
Rushoar,Herbil,Tarantriss
Rushoar,Herbil,Dinossom
Rushoar,Herbil,Celesdir
Rushoar,Herbil,Dinossom Lux
Rushoar,Herbil,Celaray Lux
Rushoar,Jellroy,Reindrix
Rushoar,Jellroy,Celaray
Rushoar,Jellroy,Broncherry
Rushoar,Jelliette,Dumud
Rushoar,Jelliette,Melpaca
Rushoar,Jelliette,Reindrix
Rushoar,Jelliette,Celaray
Rushoar,Munchill,Yakumo
Rushoar,Munchill,Lovander
Rushoar,Munchill,Caprity
Rushoar,Munchill,Eikthyrdeer
Rushoar,Pengullet Lux,Loupmoon
Rushoar,Pengullet Lux,Yakumo
Rushoar,Finsider,Fenglope
Rushoar,Fuack Ignis,Verdash
Rushoar,Fuack Ignis,Fenglope
Rushoar,Finsider Ignis,Robinquill
Rushoar,Finsider Ignis,Felbat
Rushoar,Finsider Ignis,Robinquill Terra
Rushoar,Killamari Primo,Galeclaw
Rushoar,Killamari Primo,Gorirat Terra
Rushoar,Killamari Primo,Robinquill
Rushoar,Killamari Primo,Felbat
Rushoar,Gloopie,Cawgnito
Rushoar,Gloopie,Beegarde
Rushoar,Gloopie,Direhowl
Rushoar,Gloopie,Turtacle Terra
Rushoar,Turtacle,Wixen
Rushoar,Turtacle,Rooby
Rushoar,Turtacle,Maraith
Rushoar,Turtacle,Wixen Noct
Rushoar,Turtacle Terra,Dazzi
Rushoar,Turtacle Terra,Ribbuny Botan
Rushoar,Turtacle Terra,Mimog
Rushoar,Turtacle Terra,Woolipop
Rushoar,Dumud Gild,Hangyu Cryst
Rushoar,Dumud Gild,Hangyu
Rushoar,Dumud Gild,Sparkit
Rushoar,Dumud Gild,Flambelle
Rushoar,Dumud Gild,Foxparks
Rushoar,Celaray Lux,Vixy
Rushoar,Celaray Lux,Mau Cryst
Rushoar,Celaray Lux,Lifmunk
Rushoar,Croajiro Noct,Chikipi
Rushoar,Croajiro Noct,Teafant
Nox,Vixy,Dumud
Nox,Vixy,Eikthyrdeer Terra
Nox,Vixy,Mozzarina
Nox,Gumoss,Lunaris
Nox,Gumoss,Leezpunk
Nox,Jolthog Cryst,Verdash
Nox,Jolthog Cryst,Robinquill Terra
Nox,Jolthog,Fenglope
Nox,Jolthog,Verdash
Nox,Pengullet,Felbat
Nox,Pengullet,Robinquill Terra
Nox,Rooby,Dazzi
Nox,Rooby,Woolipop
Nox,Tanzee,Lunaris
Nox,Tanzee,Gobfin Ignis
Nox,Sparkit,Lovander
Nox,Sparkit,Loupmoon
Nox,Fuack,Robinquill
Nox,Fuack,Galeclaw
Nox,Foxparks,Loupmoon
Nox,Lifmunk,Eikthyrdeer
Nox,Lifmunk,Caprity
Nox,Chikipi,Broncherry
Nox,Chikipi,Digtoise
Nox,Cattiva,Dumud
Nox,Cattiva,Eikthyrdeer Terra
Nox,Cattiva,Melpaca
Nox,Lamball,Reindrix
Nox,Lamball,Dumud
Nox,Lamball,Melpaca
Nox,Gobfin,Kelpsea Ignis
Nox,Gobfin,Kelpsea
Nox,Bristla,Gorirat
Nox,Bristla,Galeclaw
Nox,Flopie,Beegarde
Nox,Flopie,Cawgnito
Nox,Tocotoco,Felbat
Nox,Tocotoco,Robinquill
Nox,Direhowl,Swee
Nox,Mau Cryst,Eikthyrdeer
Nox,Mau Cryst,Mozzarina
Nox,Mau,Reindrix
Nox,Mau,Celaray
Nox,Killamari,Beegarde
Nox,Killamari,Direhowl
Nox,Fuddler,Leezpunk Ignis
Nox,Nox,Nox
Nox,Rushoar,Fuddler
Nox,Daedream,Leezpunk
Nox,Daedream,Rushoar
Nox,Cremis,Dumud
Nox,Cremis,Eikthyrdeer Terra
Nox,Cremis,Melpaca
Nox,Cremis,Mozzarina
Nox,Depresso,Fenglope
Nox,Teafant,Broncherry
Nox,Teafant,Celaray
Nox,Loupmoon,Flambelle
Nox,Leezpunk Ignis,Dazzi
Nox,Cawgnito,Kelpsea Ignis
Nox,Ribbuny,Vaelet
Nox,Ribbuny,Gorirat
Nox,Woolipop,Wixen
Nox,Hangyu Cryst,Lovander
Nox,Hangyu Cryst,Eikthyrdeer
Nox,Hangyu Cryst,Caprity
Nox,Hangyu,Lovander
Nox,Hangyu,Caprity
Nox,Gobfin Ignis,Kelpsea
Nox,Lovander,Flambelle
Nox,Dazzi,Maraith
Nox,Swee,Vaelet
Nox,Cattiva,Lullu
Nox,Foxparks,Yakumo
Nox,Fuack,Gorirat Terra
Nox,Sparkit,Yakumo
Nox,Rooby,Mimog
Nox,Gumoss,Kikit
Nox,Vixy,Lullu
Nox,Cremis,Lullu
Nox,Daedream,Kikit
Nox,Fuddler,Kikit
Nox,Mau Cryst,Lullu
Nox,Bristla,Gorirat Terra
Nox,Hangyu,Yakumo
Nox,Hangyu Cryst,Yakumo
Nox,Dazzi,Wixen Noct
Nox,Maraith,Mimog
Nox,Flambelle,Yakumo
Nox,Wixen,Mimog
Nox,Wixen Noct,Mimog
Nox,Chikipi,Caprity Noct
Nox,Teafant,Caprity Noct
Nox,Tanzee,Dazzi Noct
Nox,Gumoss,Dazzi Noct
Nox,Daedream,Dazzi Noct
Nox,Wixen,Ribbuny Botan
Nox,Rooby,Ribbuny Botan
Nox,Maraith,Ribbuny Botan
Nox,Wixen Noct,Ribbuny Botan
Nox,Leezpunk Ignis,Ribbuny Botan
Nox,Leezpunk,Smokie
Nox,Dazzi Noct,Smokie
Nox,Lunaris,Smokie
Nox,Gobfin Ignis,Smokie
Nox,Direhowl,Foxparks Cryst
Nox,Vaelet,Foxparks Cryst
Nox,Gorirat,Foxparks Cryst
Nox,Herbil,Eikthyrdeer
Nox,Herbil,Mozzarina
Nox,Herbil,Lullu
Nox,Herbil,Eikthyrdeer Terra
Nox,Jellroy,Loupmoon
Nox,Jelliette,Fenglope
Nox,Munchill,Galeclaw
Nox,Munchill,Gorirat Terra
Nox,Munchill,Robinquill
Nox,Munchill,Felbat
Nox,Pengullet Lux,Vaelet
Nox,Pengullet Lux,Gorirat
Nox,Finsider,Beegarde
Nox,Finsider,Direhowl
Nox,Finsider,Vaelet
Nox,Finsider,Turtacle Terra
Nox,Fuack Ignis,Beegarde
Nox,Fuack Ignis,Direhowl
Nox,Fuack Ignis,Turtacle Terra
Nox,Finsider Ignis,Lunaris
Nox,Finsider Ignis,Gobfin Ignis
Nox,Finsider Ignis,Gobfin
Nox,Finsider Ignis,Turtacle
Nox,Killamari Primo,Dazzi Noct
Nox,Killamari Primo,Lunaris
Nox,Killamari Primo,Gobfin Ignis
Nox,Killamari Primo,Turtacle
Nox,Gloopie,Wixen
Nox,Gloopie,Rooby
Nox,Gloopie,Maraith
Nox,Gloopie,Wixen Noct
Nox,Turtacle,Kelpsea
Nox,Turtacle,Tanzee
Nox,Turtacle,Smokie
Nox,Turtacle,Gumoss
Nox,Turtacle Terra,Swee
Nox,Turtacle Terra,Killamari
Nox,Turtacle Terra,Flopie
Nox,Dumud Gild,Chikipi
Nox,Dumud Gild,Teafant
Fuddler,Hoocrates,Direhowl
Fuddler,Vixy,Verdash
Fuddler,Vixy,Robinquill Terra
Fuddler,Gumoss,Dazzi
Fuddler,Jolthog Cryst,Cawgnito
Fuddler,Jolthog Cryst,Gobfin
Fuddler,Jolthog,Beegarde
Fuddler,Jolthog,Cawgnito
Fuddler,Pengullet,Gobfin Ignis
Fuddler,Pengullet,Gobfin
Fuddler,Rooby,Flopie
Fuddler,Rooby,Killamari
Fuddler,Tanzee,Woolipop
Fuddler,Sparkit,Gorirat
Fuddler,Sparkit,Galeclaw
Fuddler,Fuack,Lunaris
Fuddler,Fuack,Leezpunk
Fuddler,Foxparks,Vaelet
Fuddler,Foxparks,Gorirat
Fuddler,Lifmunk,Felbat
Fuddler,Lifmunk,Robinquill
Fuddler,Chikipi,Lovander
Fuddler,Chikipi,Loupmoon
Fuddler,Cattiva,Fenglope
Fuddler,Cattiva,Verdash
Fuddler,Lamball,Fenglope
Fuddler,Bristla,Leezpunk
Fuddler,Flopie,Wixen
Fuddler,Tocotoco,Lunaris
Fuddler,Tocotoco,Gobfin Ignis
Fuddler,Mau Cryst,Felbat
Fuddler,Mau Cryst,Robinquill Terra
Fuddler,Killamari,Wixen
Fuddler,Killamari,Maraith
Fuddler,Fuddler,Fuddler
Fuddler,Nox,Kelpsea Ignis
Fuddler,Nox,Kelpsea
Fuddler,Rushoar,Ribbuny
Fuddler,Rushoar,Bristla
Fuddler,Daedream,Dazzi
Fuddler,Daedream,Fuddler
Fuddler,Cremis,Fenglope
Fuddler,Cremis,Verdash
Fuddler,Depresso,Beegarde
Fuddler,Depresso,Direhowl
Fuddler,Teafant,Loupmoon
Fuddler,Hoocrates,Vaelet
Fuddler,Galeclaw,Flambelle
Fuddler,Leezpunk Ignis,Swee
Fuddler,Ribbuny,Leezpunk Ignis
Fuddler,Woolipop,Kelpsea
Fuddler,Hangyu Cryst,Felbat
Fuddler,Hangyu Cryst,Robinquill
Fuddler,Hangyu,Robinquill
Fuddler,Hangyu,Galeclaw
Fuddler,Swee,Maraith
Fuddler,Gorirat,Flambelle
Fuddler,Chikipi,Yakumo
Fuddler,Sparkit,Gorirat Terra
Fuddler,Tanzee,Mimog
Fuddler,Gumoss,Mimog
Fuddler,Teafant,Yakumo
Fuddler,Killamari,Wixen Noct
Fuddler,Bristla,Kikit
Fuddler,Hangyu,Gorirat Terra
Fuddler,Ribbuny,Kikit
Fuddler,Swee,Wixen Noct
Fuddler,Flambelle,Gorirat Terra
Fuddler,Fuack,Dazzi Noct
Fuddler,Bristla,Dazzi Noct
Fuddler,Gumoss,Ribbuny Botan
Fuddler,Daedream,Ribbuny Botan
Fuddler,Ribbuny Botan,Smokie
Fuddler,Mimog,Smokie
Fuddler,Woolipop,Smokie
Fuddler,Leezpunk Ignis,Foxparks Cryst
Fuddler,Rushoar,Foxparks Cryst
Fuddler,Herbil,Robinquill Terra
Fuddler,Herbil,Verdash
Fuddler,Jellroy,Vaelet
Fuddler,Jellroy,Gorirat
Fuddler,Jelliette,Direhowl
Fuddler,Jelliette,Vaelet
Fuddler,Jelliette,Turtacle Terra
Fuddler,Munchill,Dazzi Noct
Fuddler,Munchill,Lunaris
Fuddler,Munchill,Gobfin Ignis
Fuddler,Munchill,Turtacle
Fuddler,Pengullet Lux,Leezpunk Ignis
Fuddler,Pengullet Lux,Rushoar
Fuddler,Pengullet Lux,Kikit
Fuddler,Finsider,Rooby
Fuddler,Finsider,Maraith
Fuddler,Finsider,Wixen Noct
Fuddler,Finsider,Leezpunk Ignis
Fuddler,Fuack Ignis,Wixen
Fuddler,Fuack Ignis,Rooby
Fuddler,Fuack Ignis,Maraith
Fuddler,Fuack Ignis,Wixen Noct
Fuddler,Finsider Ignis,Woolipop
Fuddler,Finsider Ignis,Nox
Fuddler,Finsider Ignis,Gloopie
Fuddler,Killamari Primo,Mimog
Fuddler,Killamari Primo,Woolipop
Fuddler,Killamari Primo,Gloopie
Fuddler,Gloopie,Tanzee
Fuddler,Gloopie,Smokie
Fuddler,Gloopie,Gumoss
Fuddler,Turtacle,Tocotoco
Fuddler,Turtacle,Fuack
Fuddler,Turtacle Terra,Depresso
Fuddler,Turtacle Terra,Jolthog
Killamari,Hoocrates,Woolipop
Killamari,Hoocrates,Nox
Killamari,Vixy,Leezpunk
Killamari,Vixy,Rushoar
Killamari,Gumoss,Tocotoco
Killamari,Jolthog Cryst,Dazzi
Killamari,Jolthog Cryst,Fuddler
Killamari,Jolthog,Dazzi
Killamari,Pengullet,Fuddler
Killamari,Pengullet,Daedream
Killamari,Rooby,Hangyu Cryst
Killamari,Rooby,Hangyu
Killamari,Tanzee,Bristla
Killamari,Sparkit,Wixen
Killamari,Fuack,Gumoss
Killamari,Fuack,Tanzee
Killamari,Foxparks,Nox
Killamari,Lifmunk,Maraith
Killamari,Lifmunk,Leezpunk Ignis
Killamari,Chikipi,Beegarde
Killamari,Chikipi,Cawgnito
Killamari,Cattiva,Lunaris
Killamari,Cattiva,Leezpunk
Killamari,Lamball,Lunaris
Killamari,Lamball,Gobfin Ignis
Killamari,Bristla,Kelpsea
Killamari,Flopie,Swee
Killamari,Mau Cryst,Leezpunk Ignis
Killamari,Mau,Gobfin Ignis
Killamari,Mau,Gobfin
Killamari,Killamari,Flopie
Killamari,Killamari,Killamari
Killamari,Rushoar,Mau Cryst
Killamari,Daedream,Tocotoco
Killamari,Cremis,Leezpunk
Killamari,Depresso,Woolipop
Killamari,Teafant,Cawgnito
Killamari,Teafant,Gobfin
Killamari,Ribbuny,Kelpsea Ignis
Killamari,Ribbuny,Kelpsea
Killamari,Hangyu Cryst,Wixen
Killamari,Hangyu Cryst,Maraith
Killamari,Hangyu,Wixen
Killamari,Hangyu,Maraith
Killamari,Swee,Kelpsea Ignis
Killamari,Lifmunk,Wixen Noct
Killamari,Jolthog,Mimog
Killamari,Vixy,Kikit
Killamari,Depresso,Mimog
Killamari,Cremis,Kikit
Killamari,Hangyu,Wixen Noct
Killamari,Hangyu Cryst,Wixen Noct
Killamari,Cattiva,Dazzi Noct
Killamari,Cremis,Dazzi Noct
Killamari,Jolthog,Ribbuny Botan
Killamari,Fuack,Smokie
Killamari,Kelpsea Ignis,Foxparks Cryst
Killamari,Herbil,Rushoar
Killamari,Herbil,Kikit
Killamari,Jellroy,Nox
Killamari,Jelliette,Woolipop
Killamari,Jelliette,Gloopie
Killamari,Munchill,Smokie
Killamari,Munchill,Gumoss
Killamari,Pengullet Lux,Kelpsea Ignis
Killamari,Pengullet Lux,Kelpsea
Killamari,Finsider,Flopie
Killamari,Fuack Ignis,Killamari
Killamari,Fuack Ignis,Flopie
Killamari,Finsider Ignis,Bristla
Killamari,Killamari Primo,Fuack
Killamari,Killamari Primo,Bristla
Killamari,Gloopie,Depresso
Killamari,Turtacle,Lamball
Killamari Primo,Killamari,Ribbuny
Killamari Primo,Killamari Primo,Killamari Primo
Mau,Chikipi,Cremis
Mau,Chikipi,Vixy
Mau,Teafant,Cattiva
Mau,Chikipi,Cattiva
Mau,Mau,Lamball
Mau,Teafant,Lamball
Mau,Chikipi,Lamball
Mau,Mau,Mau
Mau,Teafant,Mau
Mau Cryst,Mau,Pengullet
Mau Cryst,Mau Cryst,Mau Cryst
Celaray,Vixy,Mammorest Cryst
Celaray,Gumoss,Azurobe
Celaray,Jolthog Cryst,Ragnahawk
Celaray,Jolthog,Faleris
Celaray,Penking,Fuddler
Celaray,Pengullet,Mossanda Lux
Celaray,Rooby,Incineram Noct
Celaray,Rooby,Incineram
Celaray,Tanzee,Cinnamoth
Celaray,Sparkit,Elizabee
Celaray,Fuack,Sweepa
Celaray,Foxparks,Warsect
Celaray,Lifmunk,Jormuntide Ignis
Celaray,Lifmunk,Jormuntide
Celaray,Chikipi,Pyrin Noct
Celaray,Cattiva,Relaxaurus
Celaray,Lamball,Relaxaurus Lux
Celaray,Bristla,Nitewing
Celaray,Mozzarina,Kitsun
Celaray,Flopie,Wumpo
Celaray,Direhowl,Univolt
Celaray,Celaray,Celaray
Celaray,Mau Cryst,Mammorest
Celaray,Mau,Menasting
Celaray,Killamari,Sibelyx
Celaray,Nox,Surfent
Celaray,Daedream,Grintale
Celaray,Cremis,Mammorest Cryst
Celaray,Cremis,Relaxaurus
Celaray,Depresso,Pyrin
Celaray,Teafant,Lyleen
Celaray,Hoocrates,Quivern
Celaray,Leezpunk,Vanwyrm Cryst
Celaray,Cawgnito,Vanwyrm
Celaray,Dumud,Broncherry Aqua
Celaray,Dumud,Digtoise
Celaray,Arsox,Loupmoon
Celaray,Incineram Noct,Wixen
Celaray,Eikthyrdeer Terra,Broncherry Aqua
Celaray,Eikthyrdeer,Dinossom
Celaray,Melpaca,Digtoise
Celaray,Caprity,Dinossom Lux
Celaray,Woolipop,Surfent Terra
Celaray,Mossanda,Ribbuny
Celaray,Hangyu Cryst,Jormuntide Ignis
Celaray,Hangyu Cryst,Jormuntide
Celaray,Hangyu Cryst,Reptyro
Celaray,Hangyu,Jormuntide Ignis
Celaray,Hangyu,Reptyro
Celaray,Gobfin Ignis,Bushi
Celaray,Flambelle,Warsect
Celaray,Tombat,Verdash
